market_num,tracking_id,parent_market_num,parent_market_name,market_name,question,search_query,region,bucket,system_type,underlying_event_group,group,tier,outcome_market_kind,outcome_order,primary_outcome_to_track,exact_polymarket_slug,slug_search_hint,parent_slug_search_hint,selected_reason,status,liquidity_ok,rules_ok,notes
196,RSO-0196,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Ken Sim,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Ken Sim,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,2,Ken Sim,TODO_VERIFY,vancouver-mayoral-election-winner-ken-sim,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
197,RSO-0197,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Pete Fry,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Pete Fry,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,3,Pete Fry,TODO_VERIFY,vancouver-mayoral-election-winner-pete-fry,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
198,RSO-0198,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — William Azaroff,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner William Azaroff,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,4,William Azaroff,TODO_VERIFY,vancouver-mayoral-election-winner-william-azaroff,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
199,RSO-0199,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Colleen Hardwick,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Colleen Hardwick,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,5,Colleen Hardwick,TODO_VERIFY,vancouver-mayoral-election-winner-colleen-hardwick,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
200,RSO-0200,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — John Coupar,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner John Coupar,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,6,John Coupar,TODO_VERIFY,vancouver-mayoral-election-winner-john-coupar,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
201,RSO-0201,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Rebecca Bligh,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Rebecca Bligh,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,7,Rebecca Bligh,TODO_VERIFY,vancouver-mayoral-election-winner-rebecca-bligh,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
202,RSO-0202,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Sean Orr,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Sean Orr,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,8,Sean Orr,TODO_VERIFY,vancouver-mayoral-election-winner-sean-orr,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
203,RSO-0203,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Amanda Burrows,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Amanda Burrows,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,9,Amanda Burrows,TODO_VERIFY,vancouver-mayoral-election-winner-amanda-burrows,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
204,RSO-0204,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Tim Louis,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Tim Louis,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,10,Tim Louis,TODO_VERIFY,vancouver-mayoral-election-winner-tim-louis,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
205,RSO-0205,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Fred Harding,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Fred Harding,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,11,Fred Harding,TODO_VERIFY,vancouver-mayoral-election-winner-fred-harding,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
206,RSO-0206,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Kirk LaPointe,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Kirk LaPointe,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,12,Kirk LaPointe,TODO_VERIFY,vancouver-mayoral-election-winner-kirk-lapointe,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
207,RSO-0207,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Gadi Eizenkot,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Gadi Eizenkot,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,1,Gadi Eizenkot,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-gadi-eizenkot,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
208,RSO-0208,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Benjamin Netanyahu,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Benjamin Netanyahu,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,2,Benjamin Netanyahu,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-benjamin-netanyahu,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
209,RSO-0209,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Naftali Bennett,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Naftali Bennett,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,3,Naftali Bennett,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-naftali-bennett,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
210,RSO-0210,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Avigdor Lieberman,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Avigdor Lieberman,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,4,Avigdor Lieberman,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-avigdor-lieberman,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
211,RSO-0211,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Itamar Ben Gvir,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Itamar Ben Gvir,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,5,Itamar Ben Gvir,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-itamar-ben-gvir,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
212,RSO-0212,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Benny Gantz,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Benny Gantz,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,6,Benny Gantz,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-benny-gantz,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
213,RSO-0213,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Gilad Erdan,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Gilad Erdan,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,7,Gilad Erdan,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-gilad-erdan,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
214,RSO-0214,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Yariv Levin,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Yariv Levin,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,8,Yariv Levin,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-yariv-levin,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
215,RSO-0215,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Israel Katz,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Israel Katz,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,9,Israel Katz,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-israel-katz,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
216,RSO-0216,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Amir Ohana,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Amir Ohana,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,10,Amir Ohana,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-amir-ohana,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
217,RSO-0217,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Gideon Sa’ar,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Gideon Sa’ar,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,11,Gideon Sa’ar,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-gideon-sa-ar,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
218,RSO-0218,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Yoaz Hendel,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Yoaz Hendel,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,12,Yoaz Hendel,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-yoaz-hendel,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
219,RSO-0219,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Yair Lapid,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Yair Lapid,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,13,Yair Lapid,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-yair-lapid,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
220,RSO-0220,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Yossi Cohen,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Yossi Cohen,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,14,Yossi Cohen,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-yossi-cohen,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
221,RSO-0221,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Yair Golan,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Yair Golan,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,15,Yair Golan,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-yair-golan,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
222,RSO-0222,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Nir Barkat,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Nir Barkat,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,16,Nir Barkat,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-nir-barkat,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
223,RSO-0223,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Ayelet Shaked,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Ayelet Shaked,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,17,Ayelet Shaked,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-ayelet-shaked,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
224,RSO-0224,37,Next Prime Minister of Israel after next election,Next Prime Minister of Israel after next election — Moshe Feiglin,Who will be the next Prime Minister of Israel after the next election?,Who will be the next Prime Minister of Israel after the next election? Moshe Feiglin,Israel,global_satellite,parliamentary_coalition,israel_next_pm_2026,tracked,global_satellite,multi_outcome_contract,18,Moshe Feiglin,TODO_VERIFY,who-will-be-the-next-prime-minister-of-israel-after-the-next-election-moshe-feiglin,who-will-be-the-next-prime-minister-of-israel-after-the-next-election,High-volatility parliamentary/coalition PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible PM outcomes.
225,RSO-0225,38,Israeli Legislative Election Winner,Israeli Legislative Election Winner — Likud,Israeli Legislative Election Winner,Israeli Legislative Election Winner Likud,Israel,global_satellite,parliamentary_coalition,israel_most_seats_2026,tracked,global_satellite,multi_outcome_contract,1,Likud,TODO_VERIFY,israeli-legislative-election-winner-likud,israeli-legislative-election-winner,Most-seats counterpart to Israel PM market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible party outcomes.
226,RSO-0226,38,Israeli Legislative Election Winner,Israeli Legislative Election Winner — Yashar,Israeli Legislative Election Winner,Israeli Legislative Election Winner Yashar,Israel,global_satellite,parliamentary_coalition,israel_most_seats_2026,tracked,global_satellite,multi_outcome_contract,2,Yashar,TODO_VERIFY,israeli-legislative-election-winner-yashar,israeli-legislative-election-winner,Most-seats counterpart to Israel PM market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible party outcomes.
227,RSO-0227,38,Israeli Legislative Election Winner,Israeli Legislative Election Winner — Together,Israeli Legislative Election Winner,Israeli Legislative Election Winner Together,Israel,global_satellite,parliamentary_coalition,israel_most_seats_2026,tracked,global_satellite,multi_outcome_contract,3,Together,TODO_VERIFY,israeli-legislative-election-winner-together,israeli-legislative-election-winner,Most-seats counterpart to Israel PM market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible party outcomes.
228,RSO-0228,38,Israeli Legislative Election Winner,Israeli Legislative Election Winner — Shas,Israeli Legislative Election Winner,Israeli Legislative Election Winner Shas,Israel,global_satellite,parliamentary_coalition,israel_most_seats_2026,tracked,global_satellite,multi_outcome_contract,4,Shas,TODO_VERIFY,israeli-legislative-election-winner-shas,israeli-legislative-election-winner,Most-seats counterpart to Israel PM market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible party outcomes.
229,RSO-0229,38,Israeli Legislative Election Winner,Israeli Legislative Election Winner — The Democrats,Israeli Legislative Election Winner,Israeli Legislative Election Winner The Democrats,Israel,global_satellite,parliamentary_coalition,israel_most_seats_2026,tracked,global_satellite,multi_outcome_contract,5,The Democrats,TODO_VERIFY,israeli-legislative-election-winner-the-democrats,israeli-legislative-election-winner,Most-seats counterpart to Israel PM market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible party outcomes.
230,RSO-0230,38,Israeli Legislative Election Winner,Israeli Legislative Election Winner — Otzma Yehudit,Israeli Legislative Election Winner,Israeli Legislative Election Winner Otzma Yehudit,Israel,global_satellite,parliamentary_coalition,israel_most_seats_2026,tracked,global_satellite,multi_outcome_contract,6,Otzma Yehudit,TODO_VERIFY,israeli-legislative-election-winner-otzma-yehudit,israeli-legislative-election-winner,Most-seats counterpart to Israel PM market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible party outcomes.
231,RSO-0231,39,Next Prime Minister of New Zealand,Next Prime Minister of New Zealand — Chris Hipkins,Next Prime Minister of New Zealand?,Next Prime Minister of New Zealand Chris Hipkins,New Zealand,global_satellite,parliamentary_mmp,new_zealand_next_pm_2026,tracked,global_satellite,multi_outcome_contract,1,Chris Hipkins,TODO_VERIFY,next-prime-minister-of-new-zealand-chris-hipkins,next-prime-minister-of-new-zealand,MMP/parliamentary PM satellite market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible PM outcomes.
232,RSO-0232,39,Next Prime Minister of New Zealand,Next Prime Minister of New Zealand — Christopher Luxon,Next Prime Minister of New Zealand?,Next Prime Minister of New Zealand Christopher Luxon,New Zealand,global_satellite,parliamentary_mmp,new_zealand_next_pm_2026,tracked,global_satellite,multi_outcome_contract,2,Christopher Luxon,TODO_VERIFY,next-prime-minister-of-new-zealand-christopher-luxon,next-prime-minister-of-new-zealand,MMP/parliamentary PM satellite market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible PM outcomes.
233,RSO-0233,39,Next Prime Minister of New Zealand,Next Prime Minister of New Zealand — Nicola Willis,Next Prime Minister of New Zealand?,Next Prime Minister of New Zealand Nicola Willis,New Zealand,global_satellite,parliamentary_mmp,new_zealand_next_pm_2026,tracked,global_satellite,multi_outcome_contract,3,Nicola Willis,TODO_VERIFY,next-prime-minister-of-new-zealand-nicola-willis,next-prime-minister-of-new-zealand,MMP/parliamentary PM satellite market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible PM outcomes.
234,RSO-0234,39,Next Prime Minister of New Zealand,Next Prime Minister of New Zealand — Winston Peters,Next Prime Minister of New Zealand?,Next Prime Minister of New Zealand Winston Peters,New Zealand,global_satellite,parliamentary_mmp,new_zealand_next_pm_2026,tracked,global_satellite,multi_outcome_contract,4,Winston Peters,TODO_VERIFY,next-prime-minister-of-new-zealand-winston-peters,next-prime-minister-of-new-zealand,MMP/parliamentary PM satellite market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible PM outcomes.
235,RSO-0235,39,Next Prime Minister of New Zealand,Next Prime Minister of New Zealand — Carmel Sepuloni,Next Prime Minister of New Zealand?,Next Prime Minister of New Zealand Carmel Sepuloni,New Zealand,global_satellite,parliamentary_mmp,new_zealand_next_pm_2026,tracked,global_satellite,multi_outcome_contract,5,Carmel Sepuloni,TODO_VERIFY,next-prime-minister-of-new-zealand-carmel-sepuloni,next-prime-minister-of-new-zealand,MMP/parliamentary PM satellite market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible PM outcomes.
236,RSO-0236,39,Next Prime Minister of New Zealand,Next Prime Minister of New Zealand — Chlöe Swarbrick,Next Prime Minister of New Zealand?,Next Prime Minister of New Zealand Chlöe Swarbrick,New Zealand,global_satellite,parliamentary_mmp,new_zealand_next_pm_2026,tracked,global_satellite,multi_outcome_contract,6,Chlöe Swarbrick,TODO_VERIFY,next-prime-minister-of-new-zealand-chl-e-swarbrick,next-prime-minister-of-new-zealand,MMP/parliamentary PM satellite market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible PM outcomes.
237,RSO-0237,39,Next Prime Minister of New Zealand,Next Prime Minister of New Zealand — David Seymour,Next Prime Minister of New Zealand?,Next Prime Minister of New Zealand David Seymour,New Zealand,global_satellite,parliamentary_mmp,new_zealand_next_pm_2026,tracked,global_satellite,multi_outcome_contract,7,David Seymour,TODO_VERIFY,next-prime-minister-of-new-zealand-david-seymour,next-prime-minister-of-new-zealand,MMP/parliamentary PM satellite market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible PM outcomes.
238,RSO-0238,40,New Zealand legislative election winner,New Zealand legislative election winner — Labour Party,New Zealand legislative election winner?,Will Labour Party win the most seats in the New Zealand House of Representatives in the 2026 New Zealand legislative election?,New Zealand,global_satellite,parliamentary_mmp,new_zealand_most_seats_2026,tracked,global_satellite,multi_outcome_contract,1,Labour Party,TODO_VERIFY,will-labour-party-win-the-most-seats-in-the-new-zealand-house-of-representatives-in-the-2026-new-zealand-legislative-election,new-zealand-legislative-election-winner,Most-seats counterpart to New Zealand PM market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible party outcomes.
239,RSO-0239,40,New Zealand legislative election winner,New Zealand legislative election winner — National Party,New Zealand legislative election winner?,Will National Party win the most seats in the New Zealand House of Representatives in the 2026 New Zealand legislative election?,New Zealand,global_satellite,parliamentary_mmp,new_zealand_most_seats_2026,tracked,global_satellite,multi_outcome_contract,2,National Party,TODO_VERIFY,will-national-party-win-the-most-seats-in-the-new-zealand-house-of-representatives-in-the-2026-new-zealand-legislative-election,new-zealand-legislative-election-winner,Most-seats counterpart to New Zealand PM market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible party outcomes.
240,RSO-0240,40,New Zealand legislative election winner,New Zealand legislative election winner — New Zealand First Party,New Zealand legislative election winner?,Will New Zealand First Party win the most seats in the New Zealand House of Representatives in the 2026 New Zealand legislative election?,New Zealand,global_satellite,parliamentary_mmp,new_zealand_most_seats_2026,tracked,global_satellite,multi_outcome_contract,3,New Zealand First Party,TODO_VERIFY,will-new-zealand-first-party-win-the-most-seats-in-the-new-zealand-house-of-representatives-in-the-2026-new-zealand-legislative-election,new-zealand-legislative-election-winner,Most-seats counterpart to New Zealand PM market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible party outcomes.
241,RSO-0241,40,New Zealand legislative election winner,New Zealand legislative election winner — Green Party,New Zealand legislative election winner?,Will Green Party win the most seats in the New Zealand House of Representatives in the 2026 New Zealand legislative election?,New Zealand,global_satellite,parliamentary_mmp,new_zealand_most_seats_2026,tracked,global_satellite,multi_outcome_contract,4,Green Party,TODO_VERIFY,will-green-party-win-the-most-seats-in-the-new-zealand-house-of-representatives-in-the-2026-new-zealand-legislative-election,new-zealand-legislative-election-winner,Most-seats counterpart to New Zealand PM market.,needs_slug_clob_verification,thin_from_paste_check_depth,appears_clear_from_paste,Expanded to all visible party outcomes.
